operations,2,74,76,2.63157894737
test1,23,361,384,5.98958333333
test3,2,110,112,1.78571428571
least,12,167,179,6.70391061453
consider,6,123,129,4.6511627907
ith,12,226,238,5.04201680672
less,4,69,73,5.47945205479
when,2,76,78,2.5641025641
move,3,136,139,2.15827338129
must,7,169,176,3.97727272727
four,5,61,66,7.57575757576
course,3,72,75,4.0
determine,7,211,218,3.21100917431
test2,29,588,617,4.70016207455
during,1,52,53,1.88679245283
using,1,72,73,1.3698630137
go,8,104,112,7.14285714286
find,30,460,490,6.12244897959
help,23,410,433,5.31177829099
cell,7,78,85,8.23529411765
but,4,106,110,3.63636363636
calculate,4,80,84,4.7619047619
integer,13,221,234,5.55555555556
located,3,98,101,2.9702970297
chosen,4,59,63,6.34920634921
graph,2,59,61,3.27868852459
guaranteed,3,52,55,5.45454545455
enough,0,51,51,0.0
coordinates,1,69,70,1.42857142857
follows,3,66,69,4.34782608696
to,9,138,147,6.12244897959
lets,13,188,201,6.46766169154
going,3,95,98,3.0612244898
4,7,75,82,8.53658536585
what,2,66,68,2.94117647059
input,68,1182,1250,5.44
playing,1,63,64,1.5625
case,2,67,69,2.89855072464
columns,4,56,60,6.66666666667
then,10,132,142,7.04225352113
1097,30,38,68,44.1176470588
string,7,136,143,4.8951048951
made,2,71,73,2.7397260274
means,5,72,77,6.49350649351
rules,0,56,56,0.0
petya,5,48,53,9.43396226415
possible,11,342,353,3.11614730878
queries,1,60,61,1.6393442623
game,4,132,136,2.94117647059
cannot,4,74,78,5.12820512821
every,6,161,167,3.59281437126
chooses,4,49,53,7.54716981132
they,2,78,80,2.5
got,11,162,173,6.35838150289
column,2,60,62,3.22580645161
2,11,153,164,6.70731707317
now,9,106,115,7.82608695652
multiple,2,66,68,2.94117647059
day,7,136,143,4.8951048951
condition,5,54,59,8.47457627119
like,10,129,139,7.19424460432
gets,3,73,76,3.94736842105
d,18,228,246,7.31707317073
immediately,2,55,57,3.50877192982
called,7,117,124,5.64516129032
positions,4,64,68,5.88235294118
already,6,88,94,6.3829787234
strictly,1,58,59,1.69491525424
l,4,78,82,4.87804878049
large,25,80,105,23.8095238095
p,7,68,75,9.33333333333
good,10,63,73,13.698630137
doesnt,16,152,168,9.52380952381
either,11,127,138,7.97101449275
contain,7,96,103,6.79611650485
found,6,96,102,5.88235294118
limit,68,1195,1263,5.38400633413
side,1,59,60,1.66666666667
right,10,168,178,5.61797752809
test256,61,1101,1162,5.2495697074
another,5,110,115,4.34782608696
exists,1,77,78,1.28205128205
people,2,69,71,2.81690140845
starts,3,66,69,4.34782608696
there,11,215,226,4.86725663717
we,7,145,152,4.60526315789
know,5,213,218,2.29357798165
maximum,5,190,195,2.5641025641
