"2988","surajtripathi","India","Hyderabad","False","java","2394.19 ","0 ","0 ","13902 / 10780","NA","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2989","zeringus",,,"True","python","3500.93 ","1145.3 ","0 ","8952 / 176","9117 / 220","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2990","sabutai",,,"True","c++","0 ","0 ","0 ","NA","NA","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2991","karunesh1821",,,"True","java","777.31 ","0 ","0 ","34577 / 26637","NA","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2992","prakhariitd","India","New Delhi","True","c++","10047.24 ","1661.39 ","1678.11 ","656 / 420","3297 / 2323","1637 / 1221",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2993","akshayagupta",,,"True","c++","871.39 ","1873.85 ","1010 ","33003 / 25386","2290 / 1575","8979 / 7342",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2994","shiplu","Bangladesh","Dhaka","True","c++","1910.99 ","1518.64 ","0 ","17564 / 335","4311 / 154","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2995","ikagotso","Georgia","Tbilisi","True","c++","1931.86 ","972.09 ","0 ","17240 / 38","13030 / 39","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2996","arnab94","India","Bhilai","True","c++","6549.11 ","1248.81 ","1723.98 ","3060 / 2298","7433 / 5540","1471 / 1082",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2997","ruhul1995","India","Bengaluru","True","c","485.9 ","235.23 ","254.45 ","40137 / 31048","29525 / 25009","20372 / 17943",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2998","reikjavic","India","Mumbai","True","c++","1553.42 ","0 ","1005.84 ","20205 / 15669","NA","390 / 127",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2999","megaracer","Bangladesh","Dhaka","True","c++","5131.84 ","3566.61 ","0 ","5068 / 92","136 / 9","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3000","mukul_chandel","India","Hamirpur","True","c++","5400.06 ","698.77 ","0 ","4572 / 3530","21895 / 17905","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3001","aabhas08",,,"True","c++","2963.71 ","1914.35 ","1231.77 ","11002 / 8562","2139 / 1467","5211 / 4095",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3002","odule","Serbia","Sombor","False","c++","13508.6 ","1540.3 ","2178.85 ","80 / 1","4119 / 17","468 / 3",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3003","priyanshukm","India","Allahabad","True","c++","8397.26 ","1649.85 ","2313.16 ","1480 / 1064","3372 / 2380","335 / 194",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3004","niyaznigmatul","Russia","St Petersburg","True","c++","6820.11 ","4328.58 ","1516.11 ","2738 / 62","59 / 8","2489 / 38",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3005","m_17","India","Gonda","True","c++","11368.4 ","3646.68 ","2230.77 ","301 / 159","124 / 32","415 / 257",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3006","looterguf","United States","Cambridge","True","c++","2326.51 ","1548.8 ","0 ","14326 / 322","4052 / 95","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3007","amanjain110893",,,"True","c++","8928.91 ","2396.05 ","0 ","1173 / 815","959 / 579","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3008","mathman","India","Kharagpur","True","c++","7070.97 ","2340.17 ","1276.19 ","2502 / 1860","1077 / 667","4642 / 3616",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3009","jgkumar7","India","Chennai","True","c++","-1528.97 ","0 ","0 ","70860 / 57681","NA","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3010","dkrdharmesh","India","Gorakhpur","True","c++","8798.93 ","2456.96 ","1647.48 ","1235 / 862","881 / 523","1757 / 1309",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3011","erosenin",,,"True","c++","5260.05 ","2101.05 ","1120 ","4818 / 3731","1552 / 1019","6919 / 5553",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3012","khmadi","Kazakhstan","Almaty","True","c++","7990.32 ","0 ","1275.73 ","1766 / 15","NA","4645 / 38",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3013","gmdsam","India","Guwahati","True","c++","3834.35 ","1128.03 ","1310.56 ","7936 / 6209","9393 / 7108","4231 / 3279",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3014","codedog29","India","Hyderabad","False","java","3145.66 ","773.77 ","0 ","10210 / 7948","19131 / 15412","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3015","prashanthth","India","Chennai","True","java","-2540.21 ","0 ","889.77 ","74613 / 61171","NA","11624 / 9741",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3016","edorado93","India","Patiala","True","c++","10694.52 ","2581.39 ","1002.58 ","456 / 268","715 / 415","9122 / 7468",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3017","abhinav92003","India","Bengaluru","True","c++","11040.69 ","2217.37 ","1218.57 ","368 / 205","1301 / 832","5376 / 4236",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3018","tushar_63","India","Moradabad","False","c++","5652.32 ","1046.58 ","892.25 ","4192 / 3212","11188 / 8578","11575 / 9698",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3019","behalgitanshu","India","Gurgaon","False","c++","7691.92 ","1735.16 ","0 ","1980 / 1454","2873 / 2007","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3020","thecodekaiser","India","Jaipur","True","c++","12235.49 ","2069.16 ","1145.62 ","161 / 59","1656 / 1096","6481 / 5182",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3021","h9k6","India","New Delhi","True","java","3945.61 ","876.78 ","1308.67 ","7662 / 5994","16138 / 12782","4263 / 3309",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3022","shreytrivedi",,,"False","c","1131.53 ","807.03 ","0 ","24784 / 19164","18057 / 14474","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL
