remainder,23,28,51
probability,23,30,53
modulo,47,82,129
quite,19,35,54
nonempty,18,34,52
test4,19,38,57
paint,22,49,71
d,81,181,262
amount,36,81,117
i1,16,37,53
easy,6,51,57
coordinate,12,102,114
run,6,52,58
initial,9,81,90
test64,8,72,80
world,5,46,51
check,7,69,76
isnt,5,51,56
test,5,53,58
berland,7,80,87
