modulo,23,88,111
row,11,46,57
large,24,101,125
amount,11,52,63
knows,12,59,71
consisting,12,61,73
n),9,46,55
likes,14,75,89
much,11,59,70
sequence,16,87,103
determine,2,68,70
game,3,102,105
cannot,2,71,73
q,2,73,75
smallest,1,50,51
used,1,51,52
whether,1,56,57
would,2,119,121
otherwise,1,64,65
queries,1,67,68
