tree,30,68,98
n1,25,67,92
graph,19,52,71
u,15,43,58
path,28,86,114
connect,36,118,154
road,19,63,82
v,19,68,87
query,24,91,115
country,12,48,60
accord,0,87,87
jth,0,59,59
rectangle,0,54,54
final,0,56,56
free,0,52,52
lowercase,0,66,66
win,0,93,93
receive,0,79,79
never,0,68,68
round,0,52,52
