namely,6,16,22
mod,5,17,22
:),5,20,25
things,5,22,27
close,4,18,22
1000000007,5,23,28
z,5,24,29
define,6,29,35
element,7,34,41
divisible,4,20,24
109,0,25,25
cooking,0,23,23
odd,0,21,21
cost,0,39,39
smaller,0,30,30
immediately,0,22,22
far,0,23,23
graph,0,36,36
chinese,0,40,40
code,0,22,22
