spend,19,42,61
ci,16,36,52
cost,18,43,61
money,22,53,75
adjacent,20,54,74
pay,17,46,63
suppose,14,38,52
high,20,56,76
arbitrary,15,43,58
amount,28,82,110
exists,3,54,57
modulo,7,126,133
direction,5,93,98
area,3,62,65
substring,3,65,68
q,4,98,102
chef,5,124,129
h,2,56,58
statement,2,59,61
query,0,95,95
